"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.708124954E-3,-6.331468897E-1,-5.884012181E-1,1.787634524E-1,8.826365895E-1
1.565412502E-2,-5.876776982E-1,-6.881471157E-2,-5.143070555E-1,7.839721225E-1
2.560112486E-2,-2.791544075E-1,3.434262711E-1,-9.273087609E-1,1.027506849E0
3.554712492E-2,1.873452280E-1,5.989273757E-1,-1.121435736E0,1.285079898E0
4.549312498E-2,6.478266900E-1,7.482331038E-1,-1.144867868E0,1.513358726E0
5.544012482E-2,8.361679912E-1,7.732124090E-1,-1.114537191E0,1.593495368E0
6.538612489E-2,6.633818916E-1,7.008121848E-1,-1.089125776E0,1.455131681E0
7.533312496E-2,3.359022932E-1,6.308186746E-1,-9.468384612E-1,1.186282269E0
8.527912502E-2,1.020630030E-1,4.272028381E-1,-6.373032367E-1,7.739990549E-1
9.522512485E-2,-1.833759919E-3,1.613626868E-1,-2.583551306E-1,3.046122992E-1
1.051721249E-1,-1.550297868E-2,-5.234427452E-2,1.192785215E-1,1.311778606E-1
1.151181250E-1,-3.812004536E-2,-1.520574278E-1,3.393466687E-1,3.738057795E-1
1.250641248E-1,-5.093765371E-2,-2.331694186E-2,3.179890557E-1,3.228859921E-1
1.350111249E-1,-1.672449857E-3,4.436867237E-1,2.265947362E-1,4.982026499E-1
1.449571250E-1,-1.027399644E-1,6.751078248E-1,1.047435129E-1,6.908670486E-1
1.549031250E-1,-2.618419714E-3,5.109636176E-1,-1.547049008E-2,5.112044705E-1
1.648501249E-1,5.094782786E-1,2.695075250E-1,6.984572187E-3,5.764123582E-1
1.747961249E-1,5.997769396E-1,1.293930352E-2,1.401336394E-2,6.000801423E-1
1.847421250E-1,4.055641202E-1,1.490566367E-1,1.081682271E-1,4.454217124E-1
1.946891248E-1,1.385973566E-1,4.099050200E-1,1.670081735E-1,4.638136293E-1
2.046351249E-1,-1.471726638E-1,7.161611259E-1,8.807777882E-2,7.364130949E-1
2.145811250E-1,-3.433210212E-1,1.268627111E0,-7.252060376E-2,1.316261109E0
2.245281250E-1,-4.546292031E-1,1.811159846E0,-3.348921867E-1,1.897140078E0
2.344741249E-1,-4.287231872E-1,1.960519953E0,-7.084293526E-1,2.128218552E0
2.444201249E-1,-4.307569950E-1,1.692335068E0,-1.153686638E0,2.092974541E0
