"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.234875113E-3,-1.137967422E0,-2.650572091E-1,-5.710431737E-1,1.300505857E0
1.718087518E-2,-1.325971778E0,6.846826404E-1,-2.024604267E-1,1.505981971E0
2.712787502E-2,-1.196982785E-1,5.688680094E-1,-2.694034445E-1,6.407157763E-1
3.707387508E-2,3.757925101E-2,-2.224298376E-1,-4.058949995E-1,4.643683703E-1
4.701987514E-2,-9.787478864E-2,-1.579344642E-1,-3.615994173E-1,4.065426273E-1
5.696587497E-2,-1.831098705E-1,1.428381228E-1,1.950087716E-1,3.032496909E-1
6.691287505E-2,-1.701354837E-1,2.274525958E-1,1.084705866E0,1.121279440E0
7.685887511E-2,-2.267981462E-2,-8.364968240E-2,1.277973300E0,1.280908818E0
8.680487517E-2,5.670461632E-2,-4.054324847E-1,3.221898051E-1,5.209579481E-1
9.675187501E-2,-6.236885067E-2,-1.805269361E-1,-8.948795182E-1,9.150350814E-1
1.066978751E-1,-1.118065474E-1,1.353630424E-2,-1.635890141E0,1.639762327E0
1.166438751E-1,-5.800562181E-2,-2.703577101E-1,-1.775129887E0,1.796536685E0
1.265898750E-1,3.147351168E-1,-4.440732247E-1,-8.763830209E-1,1.031652278E0
1.365358750E-1,6.947627286E-1,-2.436756957E-1,3.460020061E-1,8.135050596E-1
1.464828751E-1,5.325465311E-1,-2.241237760E-2,9.192378491E-1,1.062594158E0
1.564288752E-1,-7.229632650E-2,1.881481969E-1,3.418434298E-1,3.968418241E-1
1.663748750E-1,-5.121296255E-1,6.128063267E-1,1.503176472E0,1.702159762E0
1.763218751E-1,-2.750373464E-1,7.375829852E-1,1.657643538E0,1.835063023E0
1.862678751E-1,5.209676188E-1,5.954032588E-1,3.404991184E-1,8.613082782E-1
1.962138750E-1,2.091679286E0,9.778959471E-1,-6.068538247E-1,2.387399062E0
2.061598750E-1,1.007332146E0,1.155918521E-1,-8.132775307E-1,1.299807629E0
2.161068751E-1,4.014380325E-1,-1.002662998E-1,-1.436950908E0,1.495337332E0
2.260528752E-1,2.111338027E-1,1.516001755E-1,-1.768290399E0,1.787291535E0
2.359988750E-1,3.915202411E-2,-7.513672113E-2,-9.998189127E-1,1.003402345E0
2.459448751E-1,4.150840451E-1,-2.620686972E-1,2.665255181E-1,5.585791066E-1
2.558918751E-1,1.091954294E0,9.430857182E-2,1.263666918E0,1.672755919E0
2.658378750E-1,1.421479906E0,4.798616928E-1,1.169264790E0,1.902117903E0
2.757838750E-1,1.133231324E0,2.178327566E-1,3.957793895E-1,1.219961339E0
2.857298751E-1,4.824203247E-1,-1.708825386E-1,-3.682027511E-1,6.304787685E-1
2.956768752E-1,1.663216738E-1,-2.245804435E-1,-7.604771733E-1,8.102004727E-1
3.056228750E-1,3.654848921E-1,-7.218036890E-2,-7.167979608E-1,8.078295170E-1
3.155688751E-1,6.818624552E-1,-8.239603937E-2,-1.520242448E-1,7.034464345E-1
3.255148751E-1,6.576465771E-1,-2.632013029E-1,6.795066851E-1,9.815820298E-1
3.354618750E-1,3.175323882E-1,-3.994700789E-1,8.861577382E-1,1.022584323E0
3.454078750E-1,-4.878626207E-2,-4.306550342E-1,6.586918399E-1,7.884914697E-1
3.553538751E-1,-1.699336634E-1,-3.875078452E-1,3.005223262E-1,5.189927250E-1
3.652998751E-1,-3.987296753E-2,-2.721779484E-1,1.656172670E-2,2.755811675E-1
3.752468750E-1,1.184857670E-1,-1.748557216E-1,1.668736875E-2,2.118770130E-1
3.851928751E-1,1.692974863E-1,-7.195466638E-2,1.951841515E-1,2.682088102E-1
3.951388751E-1,2.154432920E-1,-1.012784529E-1,1.977540028E-1,3.094830895E-1
4.050848749E-1,2.699560795E-1,-5.066086113E-2,2.699308634E-2,2.759917289E-1
4.150318750E-1,8.170089679E-2,-8.107164502E-2,-2.428880757E-1,2.687792133E-1
4.249778751E-1,-4.197220565E-1,-2.880244875E-1,-3.999027729E-1,6.473383489E-1
4.349238751E-1,-7.022457759E-1,-3.996109968E-1,-1.162895711E-1,8.163095877E-1
4.448698750E-1,-8.284019387E-1,-4.308836603E-1,3.255962833E-1,9.889001165E-1
4.548168750E-1,-8.900664557E-1,-4.554852355E-1,6.559464991E-1,1.195805546E0
4.647628751E-1,-6.888420573E-1,-3.501061302E-1,7.937636179E-1,1.107762774E0
4.747088752E-1,-2.943623211E-1,-3.199947238E-2,3.161973958E-1,4.331904147E-1
4.846548750E-1,-6.427793917E-2,2.202038026E-1,-5.666753036E-1,6.113446392E-1
4.946018751E-1,1.940233696E-1,3.778546768E-1,-9.633855698E-1,1.052867979E0
5.045478751E-1,2.445831835E-1,4.785776442E-1,-6.526762245E-1,8.454843282E-1
5.144938750E-1,2.058808651E-1,3.200742459E-1,-3.118630010E-1,4.920294553E-1
5.244404585E-1,-3.666254464E-2,1.986661685E-1,-1.072051907E-1,2.287036108E-1
5.343864583E-1,-2.383119534E-1,1.787640005E-1,5.623852015E-2,3.031697976E-1
5.443324584E-1,-2.648204334E-1,4.843307197E-2,3.136610198E-1,4.133507709E-1
5.542784585E-1,-4.127539296E-1,-1.082804936E-1,3.803203746E-1,5.716065597E-1
5.642254583E-1,-4.080431934E-1,-1.807894760E-1,4.090324692E-1,6.053855327E-1
5.741714584E-1,-2.599211976E-1,-2.851213449E-1,4.201486109E-1,5.704192016E-1
5.841174584E-1,-2.308189841E-1,-2.615430325E-1,3.230439737E-1,4.754361894E-1
5.940634585E-1,5.859275535E-3,-1.003019679E-1,4.010258768E-1,4.134205725E-1
6.040104583E-1,3.044951438E-1,-2.847184718E-2,5.066903262E-1,5.918302335E-1
6.139564584E-1,3.254373121E-1,5.935800970E-2,3.922025746E-1,5.130844735E-1
6.239024585E-1,2.464802761E-1,5.955038309E-2,5.548130572E-2,2.595707031E-1
6.338484583E-1,1.675521290E-1,-1.466247797E-2,-2.464542925E-1,2.983763102E-1
6.437954584E-1,7.735904681E-2,-6.644074202E-2,-3.081494343E-1,3.245841466E-1
6.537414584E-1,5.031327614E-2,-1.005516440E-1,-1.285141987E-1,1.707570148E-1
6.636874585E-1,2.096198124E-1,-1.324563915E-1,1.850668605E-1,3.094105755E-1
6.736334583E-1,1.637681582E-1,-1.146656531E-1,2.889875239E-1,3.514000720E-1
6.835804584E-1,1.187251465E-1,-1.343450421E-1,1.342526561E-1,2.239822011E-1
6.935264585E-1,1.493603721E-1,-6.998532414E-2,1.037149876E-1,1.948416409E-1
7.034724583E-1,3.878921169E-1,7.003385603E-2,2.631556946E-1,4.739366571E-1
7.134184584E-1,6.386051924E-1,2.248225182E-1,2.137543237E-1,7.099666664E-1
7.233654584E-1,6.834085321E-1,3.718174267E-1,-9.408169985E-3,7.780642224E-1
7.333114585E-1,4.341072303E-1,2.494767183E-1,-8.141370714E-2,5.072631586E-1
7.432574583E-1,2.230038332E-1,6.672257781E-3,1.786909103E-2,2.238180802E-1
7.532044584E-1,6.169838060E-3,-1.421399653E-1,1.582589847E-1,2.128091701E-1
7.631504585E-1,-3.028605730E-1,-3.013473684E-1,1.740751183E-1,4.613425082E-1
7.730964583E-1,-4.200184738E-1,-4.214117557E-1,6.453513443E-2,5.984715279E-1
7.830424584E-1,-2.475266536E-1,-3.234492588E-1,-2.857892431E-2,4.082959982E-1
7.929894584E-1,2.368431602E-2,-1.693534917E-1,1.522280934E-1,2.289431029E-1
8.029354585E-1,1.592955133E-1,-5.895396709E-2,2.267678138E-1,2.833271469E-1
8.128814583E-1,4.344957230E-2,5.786463082E-2,-3.380699292E-2,7.986922813E-2
8.228274584E-1,-6.782429374E-2,1.567410475E-1,-3.561125363E-1,3.949481350E-1
8.327744585E-1,-1.682459925E-1,1.080214620E-1,-4.711553349E-1,5.118229184E-1
8.427204583E-1,-3.649574367E-1,-6.675532222E-2,-2.712641016E-1,4.596024549E-1
8.526664583E-1,-4.492321499E-1,-2.111488044E-1,4.047311112E-2,4.980275242E-1
8.626124584E-1,-3.115783147E-1,-1.891433930E-1,1.496806808E-1,3.940311860E-1
8.725594585E-1,-3.309813131E-1,1.426954508E-2,-1.003206789E-1,3.461451837E-1
8.825054583E-1,-2.203721293E-1,2.225754333E-1,-4.726210856E-1,5.669871158E-1
8.924514584E-1,-1.496422079E-1,3.129125762E-1,-6.290165627E-1,7.183097569E-1
9.023974584E-1,-3.472828753E-1,3.274978709E-1,-5.883042274E-1,7.576028741E-1
9.123444583E-1,-3.818216838E-1,2.364789426E-1,-1.896689115E-1,4.875288550E-1
9.222904583E-1,-4.646045530E-1,7.101501882E-2,4.845470667E-2,4.724916742E-1
9.322364584E-1,-5.873006990E-1,-2.240945399E-2,-4.666370451E-2,5.895776420E-1
9.421824585E-1,-5.535377064E-1,2.914837003E-3,-2.179081857E-1,5.948919785E-1
9.521294583E-1,-4.520890995E-1,3.906290889E-2,-3.765875852E-1,5.896852331E-1
9.620754584E-1,-5.444397312E-1,5.192619860E-2,-3.550985561E-1,6.520781667E-1
9.720214584E-1,-7.565620239E-1,2.566050589E-2,-2.584921016E-1,7.999141980E-1
9.819674585E-1,-8.596874660E-1,1.874208033E-2,-2.386432164E-1,8.923925087E-1
9.919144583E-1,-8.871747883E-1,1.072975767E-1,-2.720931637E-1,9.341448307E-1
1.001860458E0,-8.850973456E-1,2.041210359E-1,-3.289410368E-1,9.660563722E-1
1.011806458E0,-9.569670081E-1,2.610074276E-1,-2.602572298E-1,1.025497225E0
1.021753458E0,-1.174911958E0,2.585358095E-1,1.142255040E-1,1.208431355E0
1.031699458E0,-1.368523867E0,5.530588925E-2,5.098294039E-1,1.461452133E0
1.041645458E0,-1.471684100E0,-1.003083998E-1,4.572007354E-1,1.544327807E0
1.051591458E0,-1.249034991E0,-1.119566381E-2,-4.960777760E-2,1.250069872E0
1.061538458E0,-9.474063720E-1,1.840533918E-1,-4.241002323E-1,1.054189495E0
1.071484458E0,-5.519443401E-1,4.545239532E-1,-5.419708174E-1,8.971995015E-1
1.081430458E0,1.882023020E-1,7.637311488E-1,-5.944274316E-1,9.859256288E-1
1.091376458E0,8.550898004E-1,8.951344568E-1,-5.276655313E-1,1.345687622E0
1.101323458E0,1.070483683E0,7.426437503E-1,-2.628908888E-1,1.329122521E0
1.111269458E0,1.026610270E0,3.425626373E-1,1.193328276E-1,1.088815012E0
1.121215458E0,1.079934757E0,-5.813243330E-2,3.428976097E-1,1.134555962E0
1.131161458E0,1.009161302E0,-5.571332324E-1,7.136840992E-1,1.355783524E0
1.141108458E0,1.412018526E0,-8.489759517E-1,1.139582497E0,2.003298468E0
1.151054458E0,2.460028875E0,-7.796314824E-1,1.526823782E0,2.998459300E0
1.161000458E0,3.544432440E0,-4.756113517E-1,1.522062394E0,3.886628540E0
1.170946458E0,3.809960057E0,-3.682974029E-1,1.081652450E0,3.977613686E0
1.180893458E0,3.930707400E0,-1.860385215E-1,3.253835177E-1,3.948537125E0
1.190839458E0,5.012253138E0,-2.636316580E-1,2.142576959E-1,5.023752535E0
1.200785458E0,5.946686731E0,-7.703168678E-1,7.987523892E-1,6.049336867E0
1.210731458E0,8.060434724E0,-9.134374112E-1,1.623012818E0,8.272795565E0
1.220678458E0,1.205915840E1,-5.546341324E-1,2.720021226E0,1.237454790E1
1.230624458E0,1.753385613E1,5.785007125E-1,4.000929828E0,1.799383820E1
1.240570458E0,2.479259665E1,2.152687526E0,6.097189969E0,2.562191714E1
1.250517458E0,3.197521345E1,3.057282193E0,7.090745929E0,3.289437532E1
1.260463458E0,3.715811524E1,3.690570146E0,5.376694887E0,3.772604782E1
1.270409458E0,3.982595650E1,4.357578408E0,3.120262552E0,4.018496409E1
1.280355458E0,4.289733984E1,4.454862043E0,2.250202711E0,4.318669903E1
1.290302458E0,4.683434498E1,3.709091202E0,4.734342579E0,4.721892869E1
1.300248458E0,4.670203418E1,2.121440005E0,1.041714798E1,4.789673764E1
1.310194458E0,4.337761610E1,-1.893328428E-2,1.746245695E1,4.676061740E1
1.320140458E0,4.204671029E1,-9.084854043E-1,2.302500207E1,4.794686551E1
1.330087458E0,4.329664385E1,-5.444213855E-1,2.554877729E1,5.027559830E1
1.340033458E0,4.274047541E1,-1.807404764E0,2.820636254E1,5.124074392E1
1.349979458E0,3.948011942E1,-4.256581206E0,3.357117120E1,5.199828698E1
1.359925458E0,3.378501791E1,-6.100588955E0,3.989932736E1,5.263649822E1
1.369872458E0,2.301255920E1,-6.617813771E0,4.440179100E1,5.044692641E1
1.379818458E0,1.140089757E1,-5.108125840E0,4.752147234E1,4.913617556E1
1.389764458E0,1.039058992E0,-1.661091641E0,5.161911219E1,5.165628338E1
1.399710458E0,-9.586838091E0,2.987763476E0,5.574710143E1,5.664427167E1
1.409657458E0,-1.358748374E1,2.762648013E0,7.478098121E1,7.605555265E1
1.419603458E0,-2.028896591E1,-2.467555996E0,9.913036360E1,1.012154136E2
1.429549458E0,-3.433136069E1,-4.998295249E0,9.628799932E1,1.023474675E2
1.439495459E0,-4.430396474E1,-2.272725016E0,7.340434550E1,8.576831880E1
1.449442458E0,-4.359228843E1,1.381062636E0,5.004605681E1,6.638375364E1
1.459388458E0,-3.821707172E1,4.301252764E0,2.815405802E1,4.766231561E1
1.469334458E0,-3.243423391E1,7.778313586E0,8.156702113E0,3.433676574E1
1.479281458E0,-2.815525085E1,8.276163068E0,-4.853442176E0,2.974506559E1
1.489227458E0,-2.549263935E1,5.161881632E0,-8.072902742E0,2.723401259E1
1.499173458E0,-2.463320857E1,7.077083910E-1,-6.409218446E0,2.546318709E1
1.509119458E0,-2.491990457E1,-2.934077266E0,-3.505502847E0,2.533572583E1
1.519066458E0,-2.313216516E1,-4.692425060E0,9.171942472E-2,2.360348132E1
1.529012833E0,-1.936674540E1,-4.017544107E0,3.428423681E0,2.007400251E1
1.538958833E0,-1.577570714E1,-2.777123964E0,4.592088593E0,1.666351196E1
1.548904833E0,-1.257976992E1,-1.748663051E0,2.639820231E0,1.297216576E1
1.558851833E0,-9.593062452E0,-3.780107975E-1,1.509213046E-1,9.601693424E0
1.568797833E0,-7.125190122E0,1.091148913E-1,-8.504471111E-1,7.176593943E0
1.578743833E0,-5.351389307E0,1.236171556E-1,-1.185185004E0,5.482454944E0
1.588689833E0,-3.510678218E0,4.683029169E-1,-1.210026315E0,3.742770746E0
