"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.327583248E-3,-1.535790195E-1,1.099218071E-1,-8.282715458E-1,8.495310897E-1
1.927358331E-2,-1.263618203E-1,1.677712351E-1,-5.105303754E-1,5.520468832E-1
2.921958338E-2,3.188692079E-1,1.269722879E-1,5.694307309E-2,3.479109760E-1
3.916558321E-2,4.254836836E-1,8.348186731E-2,3.780277179E-1,5.752482444E-1
4.911258328E-2,3.017405022E-1,2.031094676E-1,4.000968639E-1,5.407201560E-1
5.905858334E-2,1.569341335E-1,9.988564610E-2,2.525283436E-1,3.136495319E-1
6.900458317E-2,-2.690203423E-2,-7.809365809E-2,5.204073094E-2,9.762467186E-2
7.895058324E-2,-2.439287887E-1,-1.608639193E-1,-9.721697688E-2,3.079441428E-1
8.889758331E-2,-3.185826943E-1,-1.560738802E-1,-1.193270534E-1,3.742899075E-1
9.884358337E-2,-1.980043185E-1,-1.607463902E-1,-1.000148330E-1,2.739490444E-1
1.087895832E-1,5.454407014E-2,-9.460151732E-2,-7.949929219E-2,1.350727216E-1
1.187355833E-1,1.282346835E-1,4.250341058E-3,-2.293281633E-2,1.303384575E-1
1.286825833E-1,1.217268421E-1,5.122336328E-2,1.423112887E-1,1.941488087E-1
1.386285832E-1,6.737757560E-2,2.661477149E-2,2.163504509E-1,2.281569665E-1
1.485745832E-1,-1.781427339E-3,-1.969342232E-2,1.132318793E-1,1.149454777E-1
1.585205833E-1,-5.111476952E-2,2.400457442E-2,4.063467700E-2,6.957094387E-2
1.684665834E-1,-1.034693498E-1,5.545733213E-2,3.945288163E-2,1.238464852E-1
1.784135832E-1,-2.052337063E-2,5.152449489E-2,1.327861744E-1,1.439032676E-1
1.883595833E-1,6.912511650E-2,3.027688265E-2,1.942865674E-1,2.084280250E-1
1.983055833E-1,3.073891318E-2,4.058552384E-3,1.682425207E-1,1.710757096E-1
2.082515834E-1,7.423378313E-2,-2.792279363E-2,4.642513812E-2,9.190011105E-2
2.181985832E-1,8.119704952E-2,-4.628012717E-2,-1.472568637E-1,1.744115677E-1
2.281445833E-1,1.973390515E-2,-9.250996828E-2,-2.587018704E-1,2.754526802E-1
2.380905834E-1,-9.263070415E-2,-1.567854863E-1,-2.713640159E-1,3.268035575E-1
2.480365832E-1,-2.019763503E-1,-2.243214118E-1,-2.522617471E-1,3.933834401E-1
2.579835833E-1,-1.609208565E-1,-2.023177546E-1,-2.130327773E-1,3.349790443E-1
2.679295833E-1,-1.034026093E-1,-1.758573496E-1,-8.748662531E-2,2.219725583E-1
