"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.971125068E-3,-4.703368708E-1,8.947117031E-2,-7.645193535E-1,9.020597011E-1
1.291812514E-2,1.609181887E-1,2.209545851E-2,-7.052934909E-1,7.237553323E-1
2.286412497E-2,6.943920151E-1,3.321218491E-2,-3.584360737E-1,7.821507136E-1
3.281012503E-2,7.695625770E-1,3.184019423E-1,1.148036291E-1,8.407057928E-1
4.275712511E-2,7.302051877E-1,3.319382465E-1,5.030804014E-1,9.468223202E-1
5.270312517E-2,7.218013501E-1,-3.359985530E-2,9.145507210E-1,1.165559591E0
6.265012501E-2,4.762228974E-1,-2.776468492E-1,1.185940465E0,1.307796164E0
7.259612507E-2,2.202372048E-1,-4.742033422E-1,9.850728196E-1,1.115231678E0
8.254212514E-2,-1.607608255E-1,-5.372638088E-1,5.457071882E-1,7.824913920E-1
9.248912497E-2,-4.029600992E-1,-4.774046928E-1,3.138107085E-1,6.991203352E-1
1.024351250E-1,-4.034103714E-1,-3.790293825E-1,1.770916969E-1,5.811752486E-1
1.123821251E-1,-9.351261958E-2,-2.361585152E-1,1.029203328E-1,2.740584777E-1
1.223281252E-1,1.877429849E-1,-1.623181218E-1,6.579813302E-2,2.567566851E-1
1.322741250E-1,2.622260239E-1,-5.475975931E-2,1.698963325E-2,2.684208756E-1
1.422211251E-1,2.472081448E-1,6.736226320E-2,-1.573255498E-2,2.567042163E-1
1.521671251E-1,1.994807952E-1,4.565798342E-2,-5.295417566E-2,2.113797148E-1
1.621141250E-1,1.362352277E-1,-1.103252649E-2,-5.712261915E-2,1.481375966E-1
1.720601250E-1,1.165006556E-1,-5.963399827E-2,1.119864589E-1,1.722486095E-1
1.820061251E-1,3.342981096E-2,-1.560265177E-1,3.040557804E-1,3.433827953E-1
1.919531249E-1,-2.992122576E-2,-1.756480193E-1,4.641367757E-1,4.971624011E-1
2.018991250E-1,-3.032384310E-2,-3.736663163E-2,4.753125590E-1,4.777424299E-1
2.118461251E-1,1.549614474E-2,7.352522850E-2,3.161069101E-1,3.249148632E-1
2.217921251E-1,3.305434663E-2,1.769683206E-1,1.217659271E-1,2.173414763E-1
2.317381250E-1,1.224918224E-1,3.425959665E-1,1.105182048E-1,3.802505968E-1
2.416851250E-1,2.244833797E-1,3.276148152E-1,8.052666625E-2,4.052268487E-1
2.516311251E-1,1.410530045E-1,2.038006085E-1,1.652598560E-2,2.484023879E-1
2.615781249E-1,-1.209814500E-2,1.510183775E-1,7.851622906E-3,1.517055156E-1
2.715241250E-1,-1.124630435E-1,9.080959797E-2,3.211932203E-2,1.480742047E-1
2.814701251E-1,-1.530293446E-1,1.094774187E-2,4.059254050E-2,1.586996777E-1
2.914171251E-1,-2.029132570E-1,2.051787972E-3,2.007970400E-3,2.029335646E-1
3.013631250E-1,-2.097352766E-1,6.627935886E-2,2.128565568E-2,2.209862412E-1
3.113101250E-1,-6.905320488E-2,1.490314937E-1,5.930487312E-2,1.746304647E-1
3.212561251E-1,-1.012021467E-2,7.063144147E-2,1.416066810E-1,1.585675609E-1
3.312021249E-1,-8.013561543E-2,-1.711596966E-2,2.391874095E-1,2.528345113E-1
3.411491250E-1,-2.409807871E-1,-9.636913061E-2,2.601198202E-1,3.674521329E-1
3.510951251E-1,-3.941322289E-1,-1.518855196E-1,1.748399341E-1,4.571415836E-1
3.610421252E-1,-3.018477073E-1,-1.558896929E-1,-2.242816508E-2,3.404653541E-1
3.709881250E-1,-1.858455634E-1,-1.130535758E-1,-2.618721942E-1,3.404360888E-1
3.809341250E-1,-1.533126240E-1,-3.876119256E-3,-3.640909159E-1,3.950721200E-1
3.908811251E-1,-1.424469624E-1,1.237709373E-1,-3.731675122E-1,4.181678780E-1
4.008271249E-1,-9.127076056E-2,1.700867325E-1,-3.466007245E-1,3.967264933E-1
4.107741250E-1,2.784780309E-2,1.610030830E-1,-2.884858328E-1,3.315442182E-1
4.207201251E-1,8.325428272E-2,2.174333918E-1,-1.829629226E-1,2.961148198E-1
4.306661251E-1,1.033847844E-1,1.453109103E-1,-7.678212762E-2,1.941627396E-1
4.406131250E-1,-1.457239430E-2,4.452888608E-2,5.310909033E-2,7.082197291E-2
4.505591250E-1,-6.906489931E-2,2.927583933E-2,2.523388938E-1,2.632526399E-1
4.605061251E-1,-3.401358236E-2,5.901594758E-3,2.673785903E-1,2.695979658E-1
4.704521250E-1,3.438272439E-3,-1.404501200E-3,1.281767960E-1,1.282305946E-1
4.803981250E-1,5.130602829E-2,-4.502356052E-5,-8.837892869E-2,1.021917101E-1
4.903451251E-1,-6.898230739E-2,-8.884376407E-2,-2.088467739E-1,2.372103457E-1
5.002911252E-1,-2.641144187E-1,-1.514779687E-1,-1.515925741E-1,3.401210221E-1
5.102381250E-1,-2.933348008E-1,-1.435982609E-1,-7.378564887E-3,3.266805919E-1
5.201841251E-1,-1.557341204E-1,-1.662234771E-1,3.797415733E-2,2.309229249E-1
5.301301251E-1,-2.511874309E-2,-1.607569152E-1,-9.387083463E-3,1.629780794E-1
5.400771250E-1,-2.065358812E-1,-1.400723898E-1,-1.022498947E-2,2.497636783E-1
5.500231250E-1,-4.141009089E-1,-1.890738112E-1,-3.909919817E-2,4.568995689E-1
5.599701251E-1,-5.342229643E-1,-3.240947914E-1,-1.383983503E-1,6.399888380E-1
5.699161252E-1,-5.013525492E-1,-3.991806418E-1,-1.627572660E-1,6.612030633E-1
5.798621250E-1,-3.151836713E-1,-3.717653865E-1,-1.002978931E-1,4.976041766E-1
5.898091251E-1,-3.873105199E-2,-2.188507569E-1,-1.344269397E-1,2.597428542E-1
5.997547500E-1,1.421691740E-1,-5.278106153E-2,-2.287775932E-1,2.744760493E-1
6.097017501E-1,1.988143588E-1,1.422510624E-2,-4.170725369E-1,4.622542634E-1
6.196477502E-1,1.878782018E-1,3.515989244E-2,-6.288253587E-1,6.572334201E-1
6.295937500E-1,6.475973147E-2,-1.320593655E-2,-6.966793728E-1,6.998073792E-1
6.395407501E-1,-8.014340867E-2,-8.528631806E-2,-5.603415996E-1,5.724329046E-1
6.494867501E-1,-1.456685772E-1,-5.317107081E-2,-4.525406142E-1,4.783717223E-1
6.594337500E-1,-1.304190022E-1,-3.830803335E-2,-3.814752728E-1,4.049691412E-1
6.693797500E-1,-9.106413458E-2,-3.066162944E-2,-2.422138917E-1,2.605770164E-1
6.793257501E-1,-9.101617827E-2,-7.462918282E-2,-8.515650988E-2,1.452759127E-1
6.892727502E-1,-9.316606242E-2,6.336627603E-3,1.516598171E-1,1.781032514E-1
6.992187500E-1,5.775472144E-2,3.235697114E-1,5.344091982E-1,6.273963318E-1
7.091657501E-1,4.865780970E-1,6.348532534E-1,1.031065848E0,1.304949686E0
7.191117501E-1,8.113139626E-1,7.205547237E-1,1.384673876E0,1.759190495E0
7.290577500E-1,8.075568341E-1,6.433884341E-1,1.300166407E0,1.660279917E0
7.390047500E-1,6.300989554E-1,5.704069966E-1,7.706840730E-1,1.147319823E0
7.489507501E-1,5.379189894E-1,5.304009318E-1,-6.202024698E-2,7.579765819E-1
7.588977502E-1,6.613107347E-1,4.932418764E-1,-7.561122268E-1,1.119073338E0
7.688437500E-1,7.253535336E-1,3.453330481E-1,-1.077457073E0,1.343988990E0
7.787897501E-1,6.949725705E-1,2.364912218E-1,-1.146399838E0,1.361303626E0
7.887367501E-1,4.943576713E-1,3.001024961E-2,-9.607331997E-1,1.080878533E0
7.986827500E-1,2.102407501E-1,-2.004869914E-1,-7.437512130E-1,7.984748421E-1
8.086297500E-1,-1.526863689E-1,-3.972738647E-1,-4.827589881E-1,6.435805245E-1
8.185757501E-1,-4.146782483E-1,-5.693983519E-1,-1.472428487E-1,7.196200312E-1
8.285217502E-1,-4.753716524E-1,-6.237990922E-1,-1.166537795E-3,7.842862208E-1
8.384687500E-1,-4.781671697E-1,-6.232646567E-1,1.120204093E-2,7.856386957E-1
8.484147501E-1,-3.502243171E-1,-5.674804652E-1,-1.155941910E-1,6.767962527E-1
8.583617501E-1,-1.367659721E-1,-4.145535564E-1,-4.641092938E-1,6.371475645E-1
8.683077500E-1,7.136322965E-2,-3.727664298E-1,-7.174568689E-1,8.116599537E-1
8.782537500E-1,1.504997569E-1,-3.853741962E-1,-7.728773636E-1,8.766429530E-1
8.882007501E-1,9.210530441E-2,-3.496746057E-1,-7.955914575E-1,8.739115998E-1
8.981467502E-1,6.998977351E-2,-2.246628892E-1,-8.020473683E-1,8.358540322E-1
9.080937500E-1,1.570900532E-1,-1.689231366E-1,-5.465532804E-1,5.932392428E-1
9.180397501E-1,1.515426992E-1,-3.113583863E-1,-2.953978630E-1,4.551583591E-1
9.279867501E-1,7.219880590E-2,-4.594204116E-1,-4.000121158E-1,6.134243841E-1
9.379327500E-1,-1.251051897E-1,-6.461290240E-1,-6.949012345E-1,9.570902517E-1
9.478787500E-1,-5.702270120E-1,-8.404857945E-1,-8.099229831E-1,1.299057525E0
9.578257501E-1,-8.618430421E-1,-8.420733136E-1,-6.902936286E-1,1.388656253E0
9.677717499E-1,-9.006178294E-1,-7.847431183E-1,-3.919820980E-1,1.257212870E0
9.777177500E-1,-8.134339437E-1,-6.652289540E-1,-1.860747925E-1,1.067158925E0
9.876647501E-1,-6.673726894E-1,-4.606845796E-1,-3.601656801E-1,8.873195059E-1
9.976107501E-1,-7.794655676E-1,-2.559478319E-1,-9.886951697E-1,1.284754452E0
1.007557750E0,-9.110147636E-1,1.119624853E-2,-1.567128639E0,1.812723208E0
1.017503750E0,-1.167738886E0,1.195328754E-1,-1.844346303E0,2.186210305E0
1.027449750E0,-1.525525700E0,2.561489761E-2,-1.850895769E0,2.398687127E0
1.037396750E0,-1.886761128E0,-5.253957152E-2,-1.332368193E0,2.310375070E0
1.047342750E0,-2.528587186E0,-2.317508841E-1,-5.210149447E-1,2.592087615E0
1.057289750E0,-3.049556267E0,-3.398442668E-1,4.212456948E-1,3.097214149E0
1.067235750E0,-3.861337495E0,-5.170546621E-1,1.170834183E0,4.067938723E0
1.077182750E0,-5.645153421E0,-9.621043718E-1,9.596690065E-1,5.806407372E0
1.087128750E0,-6.348801506E0,-9.074223804E-1,-4.225724280E-1,6.427228282E0
1.097074750E0,-5.482911898E0,2.710909510E-1,-1.789884751E0,5.774036769E0
