"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.453416707E-3,-2.209716151E-1,1.470580584E-1,-9.245605695E-1,9.619078822E-1
1.739941677E-2,-8.543790713E-2,1.421832347E-1,-9.392967224E-1,9.538312434E-1
2.734641684E-2,-4.046616755E-2,4.454350412E-2,-5.280924511E-1,5.315103681E-1
3.729241667E-2,-1.054326072E-3,6.388375461E-2,2.465589577E-1,2.547028962E-1
4.723941674E-2,5.294536829E-2,6.587882459E-2,8.438986681E-1,8.481203886E-1
5.718541681E-2,3.720305577E-2,-2.569325030E-2,1.156767536E0,1.157650787E0
6.713241665E-2,-8.139477678E-2,-4.062119186E-2,1.045126648E0,1.049078120E0
7.707841671E-2,-2.327390635E-1,4.098488867E-2,7.012192972E-1,7.399700910E-1
8.702541678E-2,-4.267537719E-1,1.035629600E-1,3.740276742E-1,5.768368657E-1
9.697141685E-2,-5.080064613E-1,1.326399940E-1,1.295205045E-1,5.407767505E-1
1.069184167E-1,-4.017108051E-1,2.571014875E-1,-1.665462434E-2,4.772317281E-1
1.168644167E-1,-2.862167477E-1,3.386894417E-1,-1.797404855E-1,4.784738307E-1
1.268114168E-1,-1.764452141E-1,3.357857144E-1,-2.039637458E-1,4.306810527E-1
1.367574167E-1,-7.955158822E-2,3.379626328E-1,-1.242876850E-1,3.687744907E-1
1.467044167E-1,-4.099110134E-2,2.659038860E-1,-2.205498116E-1,3.478898767E-1
1.566504168E-1,-6.415923156E-2,1.408605945E-1,-3.842188594E-1,4.142248738E-1
1.665974166E-1,-8.728781998E-2,-1.187744915E-2,-4.195014703E-1,4.286510480E-1
1.765434167E-1,-9.074739821E-2,-4.195845008E-2,-1.765824044E-1,2.029210372E-1
1.864904168E-1,-7.436079562E-2,1.179009175E-1,6.615992948E-2,1.542961132E-1
1.964364168E-1,7.491598874E-3,1.757515150E-1,1.861892335E-1,2.561467348E-1
2.063834167E-1,1.264980056E-1,5.227644682E-2,2.708955078E-1,3.035110351E-1
2.163294167E-1,2.034077487E-1,-6.606242716E-2,3.200255679E-1,3.849094966E-1
2.262764168E-1,1.782151663E-1,-8.792575121E-2,3.462545693E-1,3.992290194E-1
2.362224166E-1,8.453085780E-2,3.135861754E-3,3.264022489E-1,3.371850050E-1
2.461694167E-1,-6.171363361E-2,1.005715245E-1,2.076160629E-1,2.388045931E-1
2.561154168E-1,-1.561850504E-1,2.029667956E-1,2.977270648E-2,2.578288272E-1
2.660624168E-1,-2.036672920E-1,3.140106833E-1,-1.049237533E-1,3.887056329E-1
2.760084167E-1,-9.656318508E-2,3.470632392E-1,-9.856359065E-2,3.734864417E-1
2.859554167E-1,-1.340927348E-2,2.572008902E-1,-9.065596238E-2,2.730395760E-1
2.959014168E-1,6.045494735E-2,1.558622110E-1,-1.594015306E-1,2.309906436E-1
3.058484166E-1,1.211482418E-1,1.441139853E-1,-3.234432654E-1,3.742476228E-1
3.157942500E-1,1.416609322E-1,2.565115035E-1,-5.565039258E-1,6.289376682E-1
3.257412501E-1,5.768241696E-2,4.431756771E-1,-5.996997929E-1,7.479116148E-1
3.356872501E-1,-1.858764075E-1,4.826157314E-1,-6.160983092E-1,8.043911421E-1
3.456342500E-1,-4.072294072E-1,5.752414745E-1,-5.046942329E-1,8.668649335E-1
3.555802500E-1,1.637305167E-1,5.974790204E-1,-3.534640400E-1,7.132500890E-1
3.655272501E-1,1.297848571E0,1.069186771E-1,-1.910283892E-1,1.316181736E0
3.754732502E-1,1.089634411E0,-2.389745343E-1,7.566886161E-1,1.347957581E0
3.854202500E-1,5.825600689E-1,-1.739195824E-1,1.316942069E0,1.450503591E0
3.953662501E-1,6.671290067E-1,-1.176167428E-1,8.495219354E-1,1.086546054E0
4.053132501E-1,9.000685566E-1,-1.398308998E-1,1.364991564E-1,9.210364308E-1
4.152592500E-1,1.302785375E0,-5.419199467E-2,-4.815807742E-1,1.390002355E0
4.252062500E-1,1.186613991E0,-1.806766248E-1,-6.659003605E-1,1.372632542E0
4.351522501E-1,2.597223558E-1,-7.280379903E-1,-1.785588510E0,1.945718722E0
4.450992502E-1,-1.396354713E0,-1.156866354E0,-3.167153714E0,3.649521735E0
4.550452500E-1,-2.906804098E0,-3.856069154E-1,-3.379783618E0,4.474498861E0
4.649922501E-1,-2.834911412E0,1.930633664E-1,-3.375900482E0,4.412561642E0
4.749382501E-1,-1.729820690E0,3.735598969E-1,-3.047557688E0,3.524121803E0
4.848852500E-1,-6.971572365E-1,-2.439692259E-2,-2.363025906E0,2.463841483E0
4.948312500E-1,-4.730350320E-1,-5.500510848E-1,1.134827614E-2,7.255667583E-1
5.047782501E-1,-1.182184944E0,-5.305734247E-1,3.391194459E0,3.630326330E0
5.147242502E-1,-5.689951864E-1,-5.031686944E-1,7.311320445E0,7.350669419E0
5.246712500E-1,6.807537501E-1,-5.833463001E-1,6.573339849E0,6.634192893E0
5.346172501E-1,-1.998750072E0,2.386868513E-1,2.359608355E0,3.101568128E0
5.445642502E-1,-5.262663072E0,8.595284218E-1,2.652705594E-1,5.338986813E0
5.545102500E-1,-6.539728299E0,1.590128662E0,-2.204458188E0,7.082103593E0
5.644572501E-1,-9.285703561E0,2.398460618E0,-1.773668084E0,9.753091942E0
5.744032501E-1,-1.437842257E1,4.048709182E0,-3.277283974E-1,1.494116755E1
5.843502500E-1,-2.195934936E1,6.034309596E0,7.996030860E-1,2.278739304E1
5.942962500E-1,-3.202524925E1,6.201042366E0,2.601899868E0,3.272368253E1
6.042432501E-1,-4.191273421E1,4.334056229E0,6.566912590E0,4.264487863E1
6.141892502E-1,-4.832170824E1,1.182771859E0,1.248580517E1,4.992275801E1
6.241362500E-1,-4.901871506E1,-1.174067109E0,1.778608396E1,5.215896512E1
