"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.644208355E-3,-2.275902429E-1,-8.770589590E-2,-1.231487936E-1,2.732311626E-1
1.459020842E-2,-2.177747961E-1,-3.012719393E-2,9.769184388E-2,2.405768193E-1
2.453620848E-2,-7.008709311E-2,4.606904268E-2,2.195987619E-2,8.669944334E-2
3.448220855E-2,-4.452150397E-2,1.404828644E-1,-6.545256257E-2,1.612502324E-1
4.442820838E-2,1.410335533E-1,4.745372182E-1,4.813354835E-3,4.950749469E-1
5.437520845E-2,7.498897661E-1,9.130187505E-1,1.417808732E-1,1.189974670E0
6.432120851E-2,9.341365546E-1,9.193337435E-1,1.288661280E-1,1.316963216E0
7.426720834E-2,6.337362159E-1,3.759432220E-1,1.590284052E-1,7.538202247E-1
8.421320841E-2,1.212478638E-1,-7.937536776E-2,2.122895231E-1,2.570376142E-1
9.415920847E-2,-4.267899150E-1,-1.581186515E-1,2.674235773E-1,5.278887281E-1
1.041052085E-1,-7.530602726E-1,-3.183259284E-1,4.357719326E-1,9.264601169E-1
1.140512084E-1,-7.456786014E-1,-3.277352679E-1,7.322433078E-1,1.095274963E0
1.239972084E-1,-6.947945959E-1,-1.253625494E-1,8.308723873E-1,1.090322990E0
1.339432085E-1,-5.266892655E-1,9.329992712E-2,7.831952872E-1,9.484204325E-1
1.438902083E-1,-1.800802636E-1,2.028668082E-1,6.723765904E-1,7.250338768E-1
1.538362084E-1,6.181355248E-2,2.262597638E-1,4.598523746E-1,5.162156550E-1
1.637822085E-1,6.501222155E-3,2.547234249E-1,-2.801159821E-2,2.563414495E-1
1.737282085E-1,-8.620279603E-2,1.967821956E-1,-4.553431481E-1,5.034794306E-1
1.836742084E-1,-4.982742277E-2,-2.897646189E-2,-5.106181202E-1,5.138611409E-1
1.936202084E-1,1.742880300E-1,-2.094466799E-1,-3.408903337E-1,4.364062886E-1
2.035662085E-1,2.170173761E-2,-2.952867293E-1,-8.780113243E-2,3.088272281E-1
2.135122085E-1,-3.876547930E-1,-3.954050946E-1,3.881521352E-1,6.762274081E-1
2.234582084E-1,-4.403230764E-1,-2.049168420E-1,5.445862770E-1,7.296913983E-1
2.334052084E-1,-5.005835672E-1,-1.036360502E-2,3.364019378E-1,6.032060808E-1
2.433512085E-1,-4.606405428E-1,2.707553208E-2,2.723953917E-1,5.358377026E-1
2.532972083E-1,-2.158231783E-1,1.552470839E-1,3.530466219E-1,4.419538648E-1
