"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.432291517E-3,-7.257234431E-1,9.843787551E-3,-1.406237823E0,1.582490515E0
1.737829158E-2,-1.101458285E-1,2.892167348E-1,-9.609846300E-1,1.009588967E0
2.732429164E-2,9.369437297E-1,4.252165389E-1,1.760687265E-1,1.043873965E0
3.727129172E-2,1.247642331E0,3.263155639E-1,8.743704093E-1,1.558081142E0
4.721729155E-2,8.331245155E-1,7.509754479E-2,1.206774971E0,1.468346666E0
5.716329161E-2,2.425730570E-1,-4.957854152E-2,1.360728066E0,1.383069264E0
6.711029168E-2,-2.220833901E-1,-1.230195701E-1,1.329079134E0,1.353109823E0
7.705629151E-2,-4.330616751E-1,-1.604288864E-1,1.003553237E0,1.104716679E0
8.700229158E-2,-4.949162997E-1,-1.100352430E-1,4.549896839E-1,6.812235396E-1
9.694929165E-2,-5.015415604E-1,6.172613204E-2,-6.241902709E-3,5.053642385E-1
1.068952917E-1,-4.490226004E-1,2.525786662E-1,-1.684600371E-1,5.420295770E-1
1.168412915E-1,-3.475079931E-1,2.541188228E-1,-2.235887557E-1,4.851083518E-1
1.267882916E-1,-3.333352194E-1,1.308484071E-1,-3.217024031E-1,4.813793829E-1
1.367342917E-1,-2.000852877E-1,1.350186414E-1,1.346262932E-2,2.417548309E-1
1.466802915E-1,1.882021375E-1,2.174485946E-1,5.265584341E-1,5.999730997E-1
1.566272916E-1,3.035362004E-1,1.461488163E-1,6.127838150E-1,6.992837088E-1
1.665732916E-1,1.076425624E-1,6.600512445E-2,2.918403804E-1,3.179849137E-1
1.765192917E-1,-2.382738186E-1,3.724208593E-2,-1.276581663E-1,2.728699196E-1
1.864662915E-1,-7.018618331E-1,-4.623510361E-2,-3.247792080E-1,7.747446363E-1
1.964122916E-1,-8.057604233E-1,-6.821829557E-2,-1.772688675E-1,8.278453038E-1
2.063582917E-1,-5.655537345E-1,-5.592920244E-2,-1.939287543E-2,5.686432853E-1
2.163052915E-1,-3.761154225E-1,-1.094025743E-1,3.951255977E-2,3.936914740E-1
2.262512916E-1,-1.579613614E-1,-1.166998994E-1,-9.751196891E-2,2.192697934E-1
2.361972916E-1,1.652722813E-2,-2.418116033E-2,-3.326983845E-1,3.339851686E-1
2.461442917E-1,2.926758014E-2,9.727778792E-2,-4.697106341E-1,4.805701187E-1
2.560902915E-1,-9.955257408E-2,1.045002687E-1,-4.057792246E-1,4.306829464E-1
2.660362916E-1,-2.294447422E-1,4.764135897E-2,-9.496872246E-2,2.528510373E-1
2.759832917E-1,-3.230479936E-1,3.508329391E-3,2.525789586E-1,4.100834609E-1
2.859292915E-1,-2.887371900E-1,4.394825757E-2,5.718954054E-1,6.421564988E-1
2.958752916E-1,-1.011199202E-1,1.116718787E-1,7.061553705E-1,7.220465733E-1
3.058222916E-1,2.415664588E-1,1.486695510E-1,5.072003496E-1,5.811275110E-1
3.157682917E-1,4.749474735E-1,1.951174933E-1,1.415970513E-1,5.326308888E-1
3.257142915E-1,3.948551640E-1,3.532542711E-1,-9.052834690E-2,5.374891275E-1
3.356612916E-1,1.183069336E-1,4.496678406E-1,4.495427102E-2,4.671387202E-1
3.456072917E-1,-2.191491111E-1,2.017189997E-1,1.338100219E-1,3.265302585E-1
3.555532915E-1,-3.263991060E-1,-1.207748240E-1,6.349900782E-2,3.537726085E-1
3.655002916E-1,-4.162710299E-1,-2.928659821E-1,-3.310401142E-2,5.100469874E-1
3.754462916E-1,-5.340273019E-1,-2.881098568E-1,-9.874923974E-2,6.147713893E-1
3.853922917E-1,-5.243603195E-1,-1.963231891E-1,-6.825893372E-2,5.640530306E-1
