"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.838041659E-3,7.890166289E-1,3.929399085E-1,-2.122639269E0,2.298379098E0
1.578504173E-2,9.355195673E-1,1.860566479E-1,-1.727408422E0,1.973259687E0
2.573104156E-2,8.874116736E-1,1.936784935E-1,-8.892912611E-1,1.271160802E0
3.567804163E-2,1.196152261E0,1.627701116E-1,-8.833958790E-2,1.210404158E0
4.562504170E-2,1.421624186E0,-1.533139944E-3,3.448350115E-1,1.462849569E0
5.557104177E-2,9.616115246E-1,-2.304943174E-1,6.584151936E-1,1.187996179E0
6.551804161E-2,3.342798005E-1,-2.881776845E-1,7.951166636E-1,9.093953330E-1
7.546504168E-2,-2.405288521E-1,-3.327036470E-1,7.553140819E-1,8.596773859E-1
8.541104174E-2,-4.985969392E-1,-4.583883780E-1,4.864823489E-1,8.338968094E-1
9.535804158E-2,-4.590212295E-1,-4.392229593E-1,1.317219812E-1,6.488204508E-1
1.053050417E-1,-4.419069409E-1,-3.678103298E-1,-1.890458176E-1,6.052309512E-1
1.152510417E-1,-4.374830472E-1,-2.642976558E-1,-4.109850007E-1,6.558607613E-1
1.251980416E-1,-3.106154244E-1,-2.134800893E-1,-3.683401606E-1,5.270011047E-1
1.351450416E-1,-1.644206526E-1,-2.025072044E-1,-1.333814941E-1,2.929743023E-1
1.450910417E-1,-1.691075066E-1,-2.228771496E-1,5.708161555E-2,2.855343822E-1
1.550380418E-1,-2.895711126E-1,-2.267462522E-1,2.465004855E-1,4.427502473E-1
1.649850416E-1,-4.109022992E-1,-1.567375392E-1,3.971854987E-1,5.925906479E-1
1.749310417E-1,-3.286794105E-1,-1.817571902E-1,5.012128007E-1,6.263226826E-1
1.848780417E-1,-4.103564981E-1,-2.105237371E-1,5.807793725E-1,7.416315655E-1
1.948250416E-1,-2.001174474E-1,-9.065932453E-2,6.626145907E-1,6.980860991E-1
2.047710416E-1,2.221830120E-1,-8.581841469E-2,6.724607172E-1,7.133957578E-1
2.147180417E-1,1.805390325E-1,-1.037547487E-1,5.306593788E-1,5.700515471E-1
2.246650415E-1,-3.919669684E-1,-9.920152187E-2,3.350295232E-1,5.250941131E-1
2.346110416E-1,-9.125170594E-1,-1.193463492E-1,1.391475065E-1,9.307486038E-1
2.445580417E-1,-9.918434568E-1,-8.526760697E-2,1.915944728E-1,1.013771399E0
2.545050418E-1,-6.529468775E-1,-1.122197628E-2,5.022798445E-1,8.238632167E-1
2.644510416E-1,-2.243449834E-1,1.011948377E-1,8.232622361E-1,8.592623442E-1
2.743980417E-1,-9.549964964E-3,1.159000003E-1,9.682708454E-1,9.752294304E-1
2.843450417E-1,-9.085930844E-2,8.539332211E-2,8.052224064E-1,8.148193402E-1
2.942910416E-1,-3.302683182E-1,-4.120357454E-2,5.215189382E-1,6.186734999E-1
3.042380416E-1,-5.943100122E-1,-1.705492473E-1,3.210630101E-1,6.966870838E-1
3.141850417E-1,-8.371704233E-1,-1.863156796E-1,1.488384625E-1,8.704715607E-1
3.241310418E-1,-9.457444471E-1,-1.147966307E-1,5.584090948E-2,9.543212420E-1
